subject,condition,values
18,B,949.15
27,B,1133.32
39,B,877.35
136,B,1146.29
64,B,885.01
120,B,834.99
114,A,939.54
162,B,986.27
89,A,956.62
145,A,913.74
49,B,867.03
9,A,941.67
100,B,835.33
115,B,880.89
66,A,931.01
91,B,994.67
94,B,954.33
144,A,932.59
75,B,857.56
87,B,1204.41
71,B,936.85
55,A,878.33
20,A,924.78
138,A,924.32
118,A,914.15
44,B,921.62
58,B,909.39
7,B,1099.88
67,A,911.26
56,A,950.05
183,B,825.07
177,B,922.42
86,B,1011.83
1,B,693.8
21,B,927.72
77,B,949.72
52,B,914.71
92,B,873.11
96,A,975.74
14,A,885.26
186,B,766.55
148,A,955.06
79,A,932.88
111,B,831.45
152,A,905.92
172,B,1036.06
54,B,948.66
57,A,896.65
8,B,1169.2
173,A,910.4
156,B,1007.63
47,B,908.16
108,B,1098.81
40,B,924.99
126,B,868.56
65,B,958.11
155,B,710.8
38,A,899.69
146,A,881.68
187,B,856.71
133,A,932.41
26,A,934.02
95,B,1071.7
161,B,800.95
50,B,1057.52
178,A,907.97
165,A,931.73
90,B,837.4
68,B,1109.48
185,B,1067.67
157,B,1201.04
153,A,936.23
184,A,946.52
81,B,1062.79
180,B,1009.41
181,B,972.58
167,B,767.38
102,B,911.85
74,A,901.39
129,B,902.57
164,B,932.07
132,A,924.03
106,A,886.5
103,A,910.92
171,B,892.6
76,B,975.19
19,B,898.75
3,A,939.36
6,A,967.88
48,B,925.15
23,B,963.64
121,B,944.67
150,A,906.24
11,A,887.07
88,B,846.36
59,A,949.9
140,A,919.6
16,A,936.54
69,B,987.77
182,B,1035.52
4,B,806.82
147,A,940.03
169,B,948
131,B,922.78
51,A,929.75
124,A,947.54
5,B,853.49
116,A,939.79
104,B,891.79
158,A,949.59
143,B,814.66
83,A,902.35
70,A,948.62
168,A,914.94
151,B,1018.05
61,A,910.63
72,B,987.75
24,A,943.1
175,B,1016.12
141,A,915.16
60,B,845.07
41,A,914.73
45,A,911.65
154,B,811.16
42,B,936.77
84,A,921.34
13,B,841.53
63,B,922.36
62,B,671.06
85,B,1015.85
170,A,908.65
17,B,790.32
12,B,916.89
37,A,914.32
30,B,861.55
53,A,923.91
101,B,1095.92
80,A,880.05
123,A,886.15
2,A,945.81
119,B,1074.35
97,B,960.59
109,B,846.49
130,B,845.69
93,A,892.43
22,B,1055.6
142,B,889.06
107,B,1095.61
78,B,769.55
159,B,923.94
43,B,1034.52
125,B,958.2
135,A,920.63
36,B,1084.67
28,A,861.95
99,A,905.43
10,B,877.42
163,B,964.49
128,B,935.56
174,B,791.63
105,B,1027.6
134,A,932.38
29,A,909.03
117,A,904.2
82,A,964.02
25,B,845.13
31,A,887.4
110,A,952.44
35,A,928.25
113,B,906.3
73,B,1056.48
33,B,970.99
112,A,934.99
32,A,921.91
46,B,960.73
137,B,897.67
15,B,1069.74
127,B,956.78
166,A,941.96
34,A,901.08
179,B,847.3
160,B,1069.97
176,B,950.76
139,B,918.88
122,A,943.08
149,B,965.2
98,A,917.45
