subject,condition,values
12,B,438.84
8,B,452.62
20,A,610.27
24,B,465.48
1,B,418.61
30,B,422.6
45,B,454.07
28,B,426.14
19,B,454.59
43,A,405.04
25,B,431.29
5,B,464.16
3,A,728.31
2,B,399.47
36,A,525.81
26,B,441.6
33,A,366.48
14,B,393.2
13,B,411.28
47,A,452.98
15,B,448.74
7,B,435.06
40,B,453.99
39,A,367.12
37,A,507.92
35,B,468.5
42,B,475.43
4,A,560.13
46,B,417.3
22,B,477.7
44,B,435.95
32,A,334.07
10,B,466.2
48,B,444.68
27,A,439.26
11,B,450.19
23,A,551.48
18,A,416.64
34,A,474.64
17,A,384.76
16,A,428.95
9,B,436.13
38,B,437.22
6,A,613.07
29,A,420.96
41,A,338.14
21,A,542.46
31,A,244.33
