subject,condition,values
3,B,520.42
70,A,453.56
189,B,535.17
53,A,547.32
119,B,539.41
52,A,525.29
150,A,563.61
39,B,530.35
87,A,453.35
179,B,535.85
130,B,518.05
8,B,528.7
144,A,541.73
126,A,585.24
24,A,590.29
191,A,512.29
106,A,484.54
178,A,406.82
172,B,528.75
1,B,548.11
111,B,539.01
60,A,518.67
31,B,548.32
132,B,541.31
153,A,555.19
160,A,586.52
46,B,540.56
123,B,535.61
115,A,544.62
51,A,515.95
6,B,538.57
12,A,453.77
81,B,520.75
25,B,549.01
91,B,531.92
141,B,546.43
177,A,506.8
19,B,533.24
186,A,456.06
131,A,441.38
49,B,535.62
145,B,543.48
162,A,557.92
22,B,519.65
104,B,528.89
86,B,534.57
44,B,531.79
26,B,524.47
9,B,520.8
96,B,536.16
121,B,526.22
127,A,557.77
190,B,533.28
196,A,594.47
197,B,559.74
82,B,544.08
98,B,543.34
35,A,493.76
185,A,439.9
54,B,519.24
180,B,520.3
152,A,573.26
147,A,544.53
64,B,539.47
167,A,525.82
79,A,589.45
174,B,542.5
151,A,575.14
137,B,533.91
154,B,532.95
114,B,545.48
110,A,517.31
146,B,519.75
77,A,521.22
157,B,529.63
58,B,520.11
171,B,535.84
92,B,533.37
118,A,482.23
182,A,576.47
175,B,555.59
10,A,529.86
158,A,589.12
29,B,531.42
56,B,521.18
62,B,541.15
4,B,529.27
34,B,536.93
71,B,523.22
156,B,549.25
33,A,566.88
99,B,525.54
149,A,525.52
159,B,531.38
50,B,526.45
66,B,521.49
109,A,550.3
84,A,546.78
30,A,484.92
21,B,519.74
184,B,528.33
67,B,537.1
68,A,596.49
125,A,564.77
163,B,537.01
161,B,533.49
164,A,401.59
188,B,524.98
166,B,519.34
69,B,530.27
37,B,516.37
101,A,472.24
102,B,523.64
195,B,518.5
63,A,500.92
120,B,553.94
48,B,524.37
176,A,475.36
78,A,556.21
165,B,545.9
181,A,561.3
73,B,536.22
193,B,519.17
133,A,466.75
45,A,481.36
47,B,521.83
59,B,526.33
55,B,530.64
168,A,519.19
187,B,528.12
74,A,531.73
94,A,533.97
183,A,493.36
41,B,547.03
169,A,493.41
138,A,442.71
124,A,505.58
194,B,537.45
23,B,557.7
85,B,548.54
57,A,467.97
107,A,525.98
27,A,558.67
139,B,524.64
97,B,541.09
148,B,546.11
16,A,482.32
93,A,500.23
83,B,527.14
42,B,517.45
36,B,526.73
72,B,528.41
135,B,543.35
43,B,532.45
15,A,591.12
90,B,522.9
80,A,488.41
11,B,536.65
61,B,519.51
38,B,529.41
28,A,565.82
75,A,467.81
192,A,491.63
140,B,524.68
100,B,537.67
65,B,559.2
112,B,528.37
103,B,521.76
13,B,525.36
170,B,530.52
40,B,563.45
116,B,539.02
105,A,435.49
108,B,540.02
117,B,541.28
7,B,529.67
173,A,566.77
143,B,527.13
122,A,602.23
76,B,534.07
128,B,519.84
113,B,535.19
95,B,563.33
134,B,516.03
18,A,579.42
129,A,521.92
17,B,539.15
88,B,522.1
142,A,582.54
20,A,512.87
14,B,538.53
2,A,614.38
32,B,538.89
89,A,538.19
5,A,350.03
136,B,547.7
155,A,460.5
