subject,condition,values
34,A,460.42
6,B,387.25
4,A,264.29
44,B,407.72
25,B,369.33
36,B,382.84
24,A,318.63
5,B,388.46
16,B,351.5
31,A,421.62
10,A,350.6
28,A,417.09
40,B,393.51
20,A,271.22
43,B,407.75
7,A,331.41
15,B,378.06
39,A,562.75
30,B,376.43
35,B,423.36
41,B,394.99
37,B,379.06
3,B,401
42,A,425.73
8,B,421.17
32,B,395.37
19,A,394.84
26,B,399.12
13,A,408.38
9,A,304.54
21,A,376.94
23,B,390.51
12,B,341.08
27,A,452.92
14,B,385.08
33,B,406.09
17,B,372.89
11,B,394.22
22,B,429.24
18,B,423.01
2,B,394.05
38,A,412.63
1,A,481.84
45,A,354.68
29,B,415.6
