subject,condition,values
1,A,285.57
39,A,329.67
37,A,279.22
8,A,357.17
35,A,349.46
12,B,147.24
24,A,359.88
29,A,228.02
36,A,310.97
31,A,283.36
21,B,530.51
19,A,285.57
14,B,263.71
16,B,715.5
33,B,422.81
38,B,643.2
10,A,302.8
32,B,165.63
30,B,241.78
13,B,52.15
23,A,378.15
17,B,247.86
2,B,386.38
11,B,132.55
25,B,518.26
28,A,304.08
20,B,450.49
18,A,351.13
4,A,345.52
9,A,360.58
34,A,380.33
27,B,282.67
15,B,44.7
22,A,287.07
7,B,-134.6
26,A,304.8
3,A,271.89
5,B,329.46
6,B,61.34
