subject,condition,values
89,A,443.47
107,B,405.29
126,B,450.24
105,B,427.43
58,B,446.23
81,B,434.38
36,B,420.34
124,B,449.82
24,A,427.06
144,B,443.64
142,B,434.3
103,A,418.28
8,B,420.13
84,A,432.76
35,A,412.84
55,B,440.85
128,A,473.42
6,A,419.85
125,B,464.38
23,A,437.75
91,A,440.3
3,A,417.56
14,A,440.56
153,B,433.86
137,B,426.07
147,B,396.01
32,A,413.63
156,A,457.56
112,B,433.57
130,B,443.97
16,B,443.39
43,A,459.24
1,B,450.25
69,A,428.32
113,A,422.66
49,B,457.6
13,A,424.33
37,A,464.39
9,B,452.96
64,A,458.5
118,B,423.81
140,B,448.35
66,B,443.73
155,B,421.4
123,B,396.66
134,A,419.6
18,A,428.22
158,A,441.81
109,B,453.55
143,B,431.2
76,B,428.93
149,B,442.51
98,B,459.34
138,A,425.39
29,A,439.39
74,A,442.83
139,A,432.08
26,B,450.19
40,B,439.36
86,B,439.4
53,A,441.66
67,A,428.97
88,B,443.01
38,A,412.34
25,B,451.97
152,A,416.26
47,B,441.18
111,B,438.28
20,B,455.89
59,B,445.64
28,A,498.44
150,A,422.46
94,B,449.58
104,B,421.36
19,B,419.52
115,B,433.88
157,B,432.44
101,B,445.52
132,A,444.25
42,B,416.98
15,B,446.18
4,A,458.32
114,B,426.24
52,A,419.82
63,B,442.46
133,A,414.09
131,A,462.64
57,B,418.04
110,A,432.62
11,B,448.05
71,A,447.99
82,A,430.19
7,A,428.38
83,B,445.69
79,A,447.87
62,A,436.95
75,B,448.64
27,B,437.97
93,B,407.49
160,B,421.73
12,B,436.29
48,B,481.88
30,B,431.54
145,A,415.57
85,A,432.16
90,A,414.94
151,A,439.89
99,B,447.91
10,A,428.24
2,B,442.36
100,B,432.2
87,A,435.24
73,A,443.72
22,B,448.74
61,B,422.89
33,A,455.22
5,B,450.27
46,B,427.78
34,A,448.12
31,A,438.17
54,B,444.59
68,A,424.98
95,A,454.93
60,A,423.18
102,B,393.07
135,B,442.85
148,B,444.47
92,B,442.94
117,A,450.63
159,A,440.32
120,A,427.82
39,B,440.28
65,A,454.6
106,B,465.22
116,A,433.08
78,A,424.7
127,B,437.32
21,B,441.87
80,B,442.4
119,A,419.03
51,B,425.65
97,B,419.57
45,B,428.98
96,B,433.23
121,B,428.05
77,A,424.87
141,B,446.11
146,B,428.43
108,A,452.47
136,A,443.11
154,A,475.57
41,A,428.58
50,B,448.39
72,A,464.74
56,B,426.49
129,B,446.27
44,A,464.84
70,A,437.54
17,B,447.62
122,B,426.51
