Subject,A,B
1,31.35,89.04
2,31.91,91.25
3,32.25,89.34
4,30.25,90.8
5,34.14,91.06
6,32.86,90.57
7,33.06,87.88
8,32.98,92.16
9,33.3,89.44
10,32.43,91.1
11,32.93,89.85
12,32.31,90.35
13,34.74,90.1
14,31.51,87.37
15,32.93,89.09
16,30.79,90.34
17,31.52,90.27
18,34.41,88.73
19,33.03,89.68
20,33.44,90.42
21,32.51,89.97
22,32.41,88.39
23,31.63,91.21
24,31.65,89.17
25,32.93,89.64
26,32.73,89.94
27,32,90.85
28,33.22,89.3
29,33.05,90.62
30,30.99,88.19
31,31.63,90.26
32,32.36,92.03
33,31.02,89.33
34,32.7,90.52
35,33.94,89.98
36,31.67,89.95
37,31.77,91.49
38,31.95,91.42
39,30.94,90.12
40,32.04,89.92
41,33.65,90.9
42,31.92,92.54
43,31.15,89.51
44,33.19,91.79
45,32.03,88.22
46,33.59,91.08
47,32.53,89.56
48,32.23,91.16
49,31.3,89.76
50,33.04,90.97
51,32.59,90.68
52,31.57,90.91
53,33.31,90.05
54,32.4,88.82
55,31.79,90.51
56,35.67,89.45
57,32.85,88.67
58,32.12,91.19
59,32.13,91.02
60,32.44,90.62
61,31.06,89.7
62,31.83,89.51
63,32.36,89.82
64,30.83,88.81
65,33.65,92.88
66,31.99,89.69
67,32.89,89.05
68,32.48,90.97
69,32.79,88.51
70,30.59,91.11
71,31.03,90.66
72,31.8,89.96
73,32.19,89.19
74,32.78,88.87
75,32.13,88.96
76,32.59,89.54
77,35.51,90.58
78,32.06,89.93
79,32.31,90.11
80,32.94,89.12
81,33.35,89.85
82,32.4,88.22
83,32.25,91.57
84,32.94,90.45
85,31.27,90.57
86,32.15,90.11
87,32.99,89.81
88,32.93,89.46
89,32.67,90.19
90,32.34,91.95
91,33.5,89.64
92,32.89,91.15
93,30.38,88.47
94,31.85,89.03
95,31.32,89.5
96,33.57,89.84
97,32.37,90
98,33.65,90.54
99,33.87,90.5
100,33.06,89.11
101,31.81,89.94
102,32.98,89.33
103,30.98,91.45
104,32.91,88.78
105,33.09,88.82
106,31.55,89.97
107,32.25,88.74
108,33.8,90.05
109,32.67,90.8
110,31.96,90.62
111,32.18,89.46
112,31.91,89.05
113,33.79,90.49
