Subject,A,B
1,46.38,69.98
2,46.14,69.14
3,43.87,73.29
4,43.48,71.08
5,46.1,70.71
6,45.89,70.18
7,44,70.7
8,44.81,71.65
9,45.86,70.37
10,44.34,72.85
11,45.97,70.02
12,44.92,70.96
13,44.78,71.28
14,45.1,70.71
15,45.4,70.87
16,45.91,71.15
17,45.97,69.18
18,45.05,71.16
19,44.74,72.11
20,44.65,71.01
21,45.66,71.12
22,45.48,70.36
23,45.76,70.45
24,46.26,69.97
25,43.35,71.98
26,43.91,72.91
27,45.86,69.99
28,44.79,70.42
29,44.35,71.41
30,44.16,70.93
31,43.12,71.93
32,43.4,72.28
33,44.48,71.92
34,45.29,71.68
35,45.06,71.43
36,47.4,69.31
37,45.26,70.64
38,43.92,71.55
39,45.46,71.11
40,44.76,70.44
41,45.42,71.71
42,45.15,70.92
43,45.85,70.78
44,44.89,70.18
45,47.09,69.31
46,46.16,70.59
47,42.22,73.97
48,45.39,71.17
49,45.04,70.51
50,47.33,69.73
51,44.83,71.59
52,44.69,72.42
53,45.36,70.94
54,45.83,69.84
55,45.39,70.47
56,46.44,68.91
57,45.29,70.99
58,44.24,71.19
59,44.82,71.08
60,43.76,73
61,46.31,70.07
62,45.28,70.73
63,46.34,70.28
64,46.42,70.03
65,45.61,70.6
66,42.77,72.29
67,44.57,71.42
68,44.31,72.7
69,46.32,69.37
70,44.61,71.4
71,46.01,71.15
72,45.27,70.71
73,44.51,72.01
74,44.18,71.94
75,45.61,70.3
76,44.77,71.48
77,46.06,70.15
78,45.03,70.91
79,43.69,71.08
80,45.99,70.05
81,45.3,71.11
82,46.94,69.76
83,46.55,69.86
84,44.31,72.54
85,46.29,69.07
86,45.41,70.27
87,44.54,71.3
88,44.9,71.26
89,44.5,70.59
90,46.21,69.09
91,45.22,70.7
92,45.36,71.12
93,42.6,72.88
94,44.99,71.13
95,45.28,71.89
96,45.07,71.22
97,44.2,71.12
98,45.65,70.68
99,47.06,69.85
100,45.31,71.78
101,45.24,71.22
102,43.52,71.51
103,45.44,71.25
104,44.2,70.83
105,45.43,69.85
106,45.77,71.1
107,45.98,70.66
108,43.72,72.1
109,46.78,69.49
110,44.37,71.77
111,45.11,71.52
112,45.4,70.77
113,46.43,69.47
114,45.9,70.56
115,45.82,70.65
116,46.1,70.19
117,45.96,69.94
118,43.43,71.65
119,45.4,71.75
120,46.47,68.32
121,43.31,72.71
122,45.74,71.65
123,45.77,70.08
124,44.97,70.81
125,46.17,69.97
126,45.83,70.33
127,45.59,71.53
128,45.27,72.43
129,46.78,69.61
130,43.78,71.84
131,46.64,68.94
132,45.41,70.97
133,43.88,72.42
134,45.92,71.45
135,44.5,71.41
136,43.56,73.97
137,44.29,71.87
138,45.66,70.81
139,46.07,70.81
140,42.66,73.5
141,44.98,70.3
142,43.83,71.9
143,45.82,70.4
144,44.93,71.64
145,43.55,72.19
146,45.22,70.38
147,45.68,70.27
148,45.68,71.26
149,44.91,72.17
150,44.61,71.16
151,45.91,69.51
152,44.51,72.14
153,43.34,72.62
154,43.98,71.67
155,44.06,71.71
156,45.48,70.96
157,46.24,69.46
158,44.56,71.13
159,45.38,70.42
160,44.17,72.18
161,46.01,70.44
162,45.78,70.13
163,44.54,71.45
164,44.26,70.58
165,45.25,70.48
166,47.41,69.38
167,44.53,71.31
168,45.14,71.19
169,45.54,71.11
170,45.19,70.75
171,45.78,70.5
172,44.36,71.84
173,44.67,71.23
174,46.44,70.16
175,45.11,72.03
176,44.48,70.81
177,45.95,69.74
178,45.72,70.45
179,44.94,70.02
180,43.24,72.49
181,45.48,71.34
182,44.79,70.21
183,45.94,69.68
184,45.23,70.07
185,44.64,71.43
186,44.19,71.13
187,44.83,71.39
188,45.5,71.4
189,45.24,70.39
190,45.82,70.87
191,46.11,69.33
192,44.74,70.76
193,43.62,72.4
194,46.68,70.02
195,46.19,69.83
196,45.61,70.91
197,46.44,70.81
198,43.97,71.11
199,44.4,72.37
200,45.63,70.77
201,44.91,70.6
202,45.99,69.98
203,45.65,70.37
204,44.89,71.1
205,47.35,69.91
206,43.9,71.74
207,45.59,70.25
208,45.23,70.96
209,44.54,71.94
210,45.89,70.66
211,45.61,70.34
212,44.78,71.94
