Subject,A,B
1,37.38,50.62
2,37.16,48.19
3,36.74,50.05
4,35.89,46.81
5,38.01,48.75
6,38.15,49.06
7,37.4,47.82
8,38.6,47.24
9,37.95,49.07
10,38.09,49.39
11,38.74,50.18
12,37.56,48.84
13,37.48,48.45
14,37.82,50.02
15,37.95,49.66
16,38.44,49
17,38.71,51.75
18,37.07,48.23
19,37.47,48.14
20,37.14,47.37
21,38.15,48.52
22,38.44,49.97
23,36.65,49.1
24,38.92,47.73
25,38.92,49.66
26,39.45,48.83
27,38.87,49.13
28,39.19,48.33
29,37.12,49.78
30,38.32,49.31
31,36.34,49
32,38.78,51.47
33,38,50.62
34,37.41,50.24
35,38.98,49.32
36,37.3,49.33
37,38.25,50.06
38,38.19,51.57
39,37.9,46.79
40,38.92,49.11
41,36.48,50.46
42,37.73,48.51
43,37.43,48.36
44,37.62,48.11
45,39.43,47.54
46,38.15,49.5
47,37.65,47.35
48,37.68,48.76
49,37.4,47.64
50,38.28,48.18
51,38.55,48.34
52,38.18,49.73
53,37.04,47.83
54,39.06,49.63
55,38.62,49.74
56,37.88,47.4
57,38.93,49.38
58,39.22,49.45
59,38.32,49.32
60,38.94,50.03
61,40.83,49.36
62,38.37,49.45
63,36.43,48.8
64,38.84,49.81
65,36.71,49.56
66,38.13,50.64
67,38.01,47.06
68,37.52,49.06
69,37.17,49.8
70,38.83,48.79
71,36.77,47.32
72,41.33,50.96
73,37.67,49.88
74,39,50.12
75,39.2,50.25
76,38.24,47.56
77,37.26,48.05
78,38.26,49.36
79,36.22,49.51
80,36.74,47.71
81,38.99,50.5
82,38.46,49.15
83,38.6,50.41
84,38.92,49.89
85,36.07,48.36
86,37.78,48.47
87,36.54,49.12
88,38.28,50.49
89,38.41,50.82
90,39.68,49.79
91,40.33,49.1
92,36.93,50.18
93,37.49,49.44
94,37.93,49.78
95,38.59,48.79
96,38.83,49.88
97,39.02,47.57
98,38.34,48.31
99,37.48,49.34
100,37.43,50.09
101,36.78,50.18
102,38.07,49.6
103,37.14,49.17
104,38.49,50.34
105,38.78,50.68
106,37.61,49.19
107,39.22,49.99
108,36.7,49.02
109,37.8,49.54
110,36.88,49.08
111,37.04,48.84
112,38.42,49.83
113,39.4,48.52
114,38.71,49.2
115,37.1,49.06
116,37.62,47.41
117,38.48,47.4
118,37.75,47.95
119,38.62,49.89
120,36.79,49.9
121,38.08,49.75
122,36.84,49.54
123,38.38,48.35
124,38.3,48.58
125,37.04,48.79
126,39.18,49.81
127,37.46,49.8
128,37.94,49.15
129,37.73,49.05
130,38.22,48.63
131,39.65,49.9
132,39.48,48.34
133,39.21,49.79
134,36.15,49.23
135,38.32,48.53
136,38.18,49.54
137,38.42,49.18
138,37.03,48.3
139,37.79,48.76
140,37.69,47.57
141,37.73,49.52
142,40.59,49.1
143,38.06,49.83
144,38.16,49.03
145,37.52,50.51
146,38.3,49.28
147,39.05,48.98
148,39.8,50.55
149,37.65,49.8
150,37.78,48.65
151,36.55,49.22
152,38.42,49.99
153,38.45,48.48
154,38.43,49.92
155,36.58,47.44
156,38.58,50.38
157,37.47,48.46
158,39.27,51.15
159,36.49,49.81
160,38.1,47.94
161,37.97,50.82
162,35.24,50.11
163,37.26,48.04
164,38.05,50.73
165,38.94,51.79
166,39.45,48.12
167,36.59,47.74
168,40.03,49.94
169,36.21,46.3
170,36.77,49.05
171,38.41,50.09
172,38.29,49.47
173,38.35,50.4
174,36.94,47.98
175,36.29,51.76
176,39.17,48.38
177,36.65,49.9
178,37.69,49.57
179,39.65,50.49
180,38.18,50.5
181,37.12,48.29
182,39.62,50.94
183,37.45,49.9
184,37.91,48.91
185,36.84,48.79
186,39.61,49.26
187,40.02,49.95
188,39.58,49.83
189,39.16,49.21
190,37.48,49.75
191,39.08,50.24
192,38.77,48.04
193,39.15,48.22
194,37.61,49.94
195,37.4,49.52
196,37.85,49.67
197,38.24,51.28
198,37.68,48.76
199,38.45,47.4
200,37.6,50.12
201,38.6,48.68
202,40.6,48.31
203,38.03,47.97
204,38.15,50.37
205,38.55,47.73
206,39.66,50.13
207,38.29,48.56
208,37.85,50.35
209,38.88,49.48
210,36.87,50.7
211,38.51,49.51
212,37.79,48.51
213,38.37,50.16
214,38.12,48.38
215,36.59,49.39
216,37.82,49.11
217,37.83,48.74
218,38.03,49.19
219,38.22,48.4
220,38.69,50.18
221,38.21,49.22
222,39.67,48.54
223,39.16,48.81
224,39.42,48.65
225,38.58,48.29
226,36.97,49.28
227,38.72,48.16
228,38.03,49.7
229,36.06,49.94
230,37.32,47.98
231,38.03,49.58
232,36.64,49.63
233,38.18,49.39
234,37.1,48.81
235,37.52,49.55
236,37.91,49.81
237,38.95,49.3
238,37.94,47.95
239,37.04,49.36
240,38.2,48.94
241,37.34,48.58
242,38.67,50.59
243,38.68,49.93
244,39.17,50.92
