Subject,A,B
1,23.29,25.89
2,22.21,27.49
3,24.06,24.9
4,23.24,26.78
5,25.33,25.84
6,23.76,26.79
7,25.99,24.73
8,23.74,25.84
9,24.93,24.77
10,24.77,27.15
11,23.06,25.4
12,22.2,25.72
13,23.63,25.6
14,24.66,26.91
15,24.49,25.23
16,25.26,24.58
17,23.05,25.2
18,22.94,25.45
19,23.44,27.23
20,22.49,25.1
21,24.11,25.33
22,23.28,26.15
23,23.66,27.14
24,22.78,26.57
25,23.66,27.25
26,25.34,24.81
27,26.17,23.67
28,22.83,25.9
29,23.2,26.57
30,23.07,25.79
31,25.3,25.41
32,23.86,25.1
33,23.55,25.28
34,22.07,25.53
35,23.33,25.23
36,23.42,27.38
37,23.7,25.94
38,22.08,27.43
39,23.27,26.31
40,24.77,26.01
41,25.07,26.02
42,23.34,24.9
43,24.4,27.63
44,22.39,25.32
45,21.32,26.61
46,25.45,26.85
47,22.86,25.24
48,23.52,24.78
49,23.32,28.36
50,23.16,26.16
51,24.28,28.55
52,24.2,27.29
53,23.1,24.9
54,22.91,25.76
55,24.02,24.6
56,21.49,26.2
57,23.9,27.54
58,23.21,26.04
59,25.85,25.45
60,23.16,25.42
61,25.36,23.77
62,23.1,23.74
63,22.97,26.35
64,23.86,25
65,23.44,25.61
66,24.04,25.52
67,23.48,25.67
68,23.75,25.23
69,23.17,28
70,23.9,24.75
71,22.34,25.2
72,23.86,26.48
73,24.63,25.45
74,23.13,26.76
75,23.05,25.9
76,23.38,24.1
77,23.58,25.5
78,22.21,27.17
79,24.94,24.95
80,25.26,24.12
81,23.46,25.55
82,24.45,24.11
83,22.84,25.32
84,21.62,26.15
85,23.75,25.99
86,24.57,25.02
87,23.97,25.3
88,27.09,25.68
89,23.49,27.04
90,24.63,25.87
91,24.37,26
92,22.11,27.02
93,25.51,25.8
94,22.12,26.5
95,23.92,25.27
96,22.71,25.27
97,23.35,25.77
98,23.9,26.72
99,25.2,26
100,24.1,24.51
101,25.33,27.03
102,25.32,25.39
103,23.08,25.72
104,23.36,22.88
105,23.54,26.03
106,24.91,25.77
107,23.79,25.32
108,25.52,25.99
109,23.55,25.5
110,24.39,26.69
111,23.6,26.13
112,23.66,26.6
113,21.04,26.33
114,24.83,24.51
115,24.76,26.79
116,23.3,24.96
117,26.24,25.38
118,23.18,25.86
119,25.06,25.79
120,22.11,25.39
121,25.4,27.25
122,21.93,26.09
123,22.06,25.66
124,24.8,27.08
125,24.81,25.17
126,24.02,25.41
127,22.17,27.07
128,22.97,25.25
129,25.93,26.79
130,22.4,25.88
131,24.63,25.92
132,24.26,25.23
133,25.46,26.24
134,23.11,24.85
135,23.23,24.99
136,24.97,24.97
137,23.12,27.35
138,24.73,25.65
139,23.44,25.64
140,24.06,26.53
141,23.8,25.37
142,24.25,23.72
143,23.46,25.72
144,22.78,26.37
145,23.98,25.8
146,23.18,25.45
147,23.5,24.06
148,23.88,26.52
149,23.91,25.56
150,25.05,24.88
151,22.9,24.83
152,23.44,25.16
153,23.5,25.62
154,23.77,25.72
155,24.8,26.44
156,24.65,26.58
157,21.99,27.49
158,23.45,24.94
159,23.93,25.39
160,24.04,26.73
161,23.33,25.96
162,23.89,25.11
163,24.62,25.99
164,24.14,25.04
165,24.24,26.31
166,24.95,26.7
167,25.82,26.73
168,22.02,26.09
169,24.98,24.28
170,25.57,25.76
171,22.42,25.16
172,25.39,27.28
173,23.16,24.77
174,22.88,26.18
175,22.51,25.2
176,21.68,26.27
177,23.59,26.77
178,22.79,24.64
179,24.24,26.58
180,22.4,26.02
181,23.24,25.2
182,23.76,23.35
