Subject,A,B
1,40.43,74.29
2,38.39,75.72
3,38.23,76.79
4,39.57,75.2
5,39.81,74.98
6,38.12,76.3
7,37.92,75.97
8,38.81,74.19
9,38.87,75.01
10,39.59,74.79
11,38.83,75.38
12,39.47,75.66
13,38.65,75.96
14,41.67,73.44
15,40.22,74.57
16,39.01,75.19
17,40.32,74.93
18,40.35,74.38
19,38.57,76.16
20,39.7,74.34
21,39.09,74.97
22,38.66,75.11
23,38.67,75.73
24,38.44,76.43
25,40.55,74.34
26,41.23,73.53
27,39.17,75.45
28,38.5,76.57
29,41.1,73.9
30,39.68,73.28
31,40.08,73.35
32,38.75,76
33,38.81,76.04
34,41.27,72.9
35,39.82,76.29
36,38.86,76.08
37,38.22,75.98
38,41.3,74.3
39,38.63,76.1
40,40.34,74.16
41,40.88,74.19
42,40.43,74.34
43,38.9,75.68
44,38.69,74.7
45,37.91,76.29
46,40.99,73.57
47,39.18,75.32
48,38.43,75.63
49,40.28,74.19
50,39.49,76.28
51,38.29,74.07
52,39.84,74.36
53,41.16,74.01
54,39.42,73.86
55,38.88,75.14
56,38.78,74.81
57,38.17,76.61
58,39.29,75.01
59,40.19,74.86
60,38.9,75.57
61,39.76,74.13
62,39.44,75.87
63,40.32,75.23
64,39.38,74.98
65,38.4,77.13
66,39.84,75.9
67,40.41,72.97
68,38.25,75.47
69,39.87,74
70,38.58,75.55
71,37.06,77.65
72,39.09,75.91
73,40.86,74.56
74,39.41,74.14
75,37.78,76.39
76,39.68,75.15
77,42.02,74.14
78,39.61,74.91
79,39.69,74.87
80,41.13,73.47
81,39.7,74.15
82,39.42,75.03
83,40.63,72.86
84,39.76,73.76
85,39.46,75.76
86,37.27,75.36
87,39.91,75.3
88,41.1,73.21
89,38.45,76.08
90,37.9,76.6
91,37.87,76.78
92,39.71,74.42
93,39.66,74
94,39.72,74.65
95,39.48,73.61
96,40.16,75.21
97,38.72,74.8
98,39.22,76.19
99,40.43,73.73
100,38.52,75.36
101,40.42,75.92
102,38.99,76.1
103,38.9,75.06
104,39.87,74.56
105,39.89,75.57
106,38.97,75.48
107,39.1,75.99
108,40.5,75
109,39.26,75.47
110,39.42,75.84
111,38.23,76.83
112,39.51,76.06
113,39.61,74.31
114,39.55,74.87
115,38.27,74.41
116,38.28,76.58
117,38.45,76.74
118,40.53,74.56
119,39.96,74.18
120,38.14,75.74
121,39.95,73.38
122,39.61,75.27
123,39.86,75.73
124,38.96,75.68
125,37.95,76.15
126,39.9,74.49
127,39.74,74.04
128,37.93,76.63
129,38.03,76.05
130,39.54,75.95
131,39.48,74.88
132,38.05,77.49
133,39.57,74.45
134,38.55,76.82
135,38.23,76.6
136,38.31,75.74
137,38.97,75.56
138,38.49,75.46
139,39.78,74.84
140,39.48,74.44
141,38.49,75.87
142,40.25,75.61
143,38.94,75.17
144,38.91,75.01
145,38.21,76.46
146,39.67,75.24
147,39.74,74.45
148,38.87,76.46
149,39.35,75.92
150,40.98,72.72
151,40.15,76.06
152,39.69,75.4
153,38.12,76.83
154,39.92,75.92
155,38.18,76.41
156,39.47,74.89
157,38.98,75.61
158,39.57,74.95
159,37.92,75.12
160,40.33,74.21
161,39.34,75.09
162,38.85,75.97
163,38.34,75.68
164,38.06,78
165,39.02,74.82
166,40.54,75.63
167,38.57,76.91
168,38.87,76.75
169,40.45,74.61
170,37.46,76.11
171,38.15,76.32
172,38.81,74.35
173,38.4,76.03
174,41.38,75.42
175,39.95,74.88
176,38.72,75.68
177,38.69,75.64
178,39.04,75.05
179,38.54,73.86
180,40.32,74.71
181,39.77,74.74
182,39.92,75.31
183,41.23,73.79
184,38.57,76.79
185,38.37,77.49
186,40.23,74.34
187,40.96,74.22
188,37.94,77.5
189,38.35,75.59
190,40.26,73.44
191,39.01,75.3
192,39.04,75.36
193,38.67,74.66
194,41.12,75.31
195,39.83,74.87
196,40.39,75.51
197,40.49,74.94
198,39.11,76.67
199,39.31,75.24
200,39.87,74.52
201,38.4,75.07
202,40.3,73.6
203,40.27,73.67
204,37.78,76.04
205,37.84,76.84
206,40.15,76.2
207,39.45,75.23
208,39.37,76.07
209,38.26,76.26
210,38.54,75.81
211,37.41,77.2
212,38.35,77.09
213,39.99,75.78
214,39.32,76.83
215,40.13,74.73
216,40.34,74.11
217,40.66,73.82
218,38.69,75.45
219,39.05,75.93
220,39.33,75.06
221,39.22,75.68
222,40.28,73.88
223,40.38,73.44
224,38.04,76.22
225,37.72,77.28
226,38.99,74.33
227,39.81,74.93
228,39.57,76.01
229,41.78,73.74
230,39.08,75.44
231,40.84,74.16
232,39.44,75.44
233,39.43,75.16
234,38.22,77.16
235,38.79,75.83
236,40.13,74.35
237,39.49,75.32
238,38.99,75.48
239,38.51,75.32
240,39.12,74.71
241,38.2,76.22
242,39.44,75.1
243,40.04,75.46
244,37.96,76.15
245,40.49,74.31
246,40.09,72.79
247,38.98,73.77
248,39.53,75.36
249,39.21,76.4
250,40.67,73.96
251,39.96,74.96
252,38.8,75.27
253,40.37,74.45
254,40.4,75.65
255,39.83,75.04
256,39.05,75.08
257,37.87,76.08
258,38.82,75.12
259,39.44,75.33
260,38.47,75.22
261,38.68,75.06
262,39.95,75.3
263,41.15,72.99
264,38.67,76.2
265,38.88,74.14
266,41.13,73.72
267,38.94,73.86
268,36.93,76.66
269,39.22,74.21
270,38.62,76.86
271,37.44,77.18
272,40.35,74.48
273,39.71,74.83
274,38.83,76.25
275,39.88,75.06
276,39.46,74.23
277,41.47,74.29
278,38.77,74.85
279,39.49,73.91
280,38.54,75.42
