Subject,A,B
1,21.1,89.47
2,19.3,87.52
3,21.59,91.14
4,21.46,89.67
5,20.26,90.77
6,21.41,90.65
7,20.98,89.37
8,20.58,90.3
9,21.49,90.54
10,21.57,90.02
11,19.57,89.95
12,19.64,89.95
13,20.87,90.09
14,22.07,90.51
15,20.52,89.63
16,20.57,89.78
17,19.84,88.4
18,22.48,88.93
19,22.09,92.02
20,20.69,89.8
21,20.27,90.35
22,21.49,91.6
23,18.79,89.69
24,20.24,89.13
25,20.49,90.25
26,22.98,90.32
27,20.68,89.44
28,21.16,90.36
29,20.88,90.96
30,19.85,88.2
31,20.38,90.07
32,20.29,90.56
33,22.14,89.97
34,19.64,90.04
35,21.42,90.04
36,22.77,89.69
37,21.37,89.18
38,21.59,89.52
39,19.78,88.85
40,20.61,88.87
41,22.14,89.53
42,22.32,91.15
43,21.62,89.85
44,21.82,88.87
45,20.67,89.27
46,21.44,89.6
47,20.05,89.88
48,21.89,90.78
49,22.52,91.33
50,19.54,90.09
51,21.04,90.83
52,20.22,90.65
53,20.64,91.5
54,21.81,90.75
55,20.94,89.95
56,20.1,89.38
57,21.18,90.48
58,21.18,92.56
59,22.78,91.46
60,21.03,91.86
61,22.01,90.97
62,20.55,90.7
63,21.57,90.48
64,23.58,92.62
65,22.51,91.52
66,22.33,91.64
67,21.13,89.96
68,20.46,89.25
69,20.36,89.2
70,20.16,88.1
71,19.55,88.24
72,22.32,91.41
73,19.83,89.34
74,20.09,90.43
75,19.71,89.81
76,19.78,89.35
77,20.8,88.91
78,21.71,90.9
79,21.48,90.84
80,21.37,90.79
81,22.02,89.53
82,19.89,89.1
83,20.14,90.84
84,20.16,89.58
85,19.39,88.07
86,20.02,89.85
87,22.14,92.04
88,19.56,89.82
89,20.25,91.64
90,21.61,90.21
91,22.32,90.73
92,21.49,91.27
93,20.91,90.68
94,20.48,88.88
95,20.21,88.36
96,20.33,90.67
97,21.4,90.18
98,19.41,88.15
99,19.51,88.93
100,22.81,90.98
101,19.76,89.57
102,22.12,90.32
103,21.55,89.62
104,22.62,91.57
105,22.78,92.03
106,18.54,88.13
107,22.05,91.65
108,20.54,91.35
109,20.47,89.65
110,20.99,90.53
111,20.69,89.94
112,22.55,91.85
113,21.77,89.51
114,20.31,90.4
115,21.26,89.72
116,20.06,90.18
117,19.9,89.54
118,22.54,91.48
119,19.86,90.67
120,21.09,91.48
121,21.58,89.78
122,20.51,91.61
123,20.71,89.31
124,20.61,90.54
125,20.65,90.23
126,19.39,89.66
127,22.56,90.49
128,22.52,89.67
