Subject,A,B
1,76.53,57.16
2,75.72,57.66
3,76.28,57.44
4,76.75,57.46
5,75.79,57.75
6,76.07,57.28
7,76.96,55.33
8,72.03,55.44
9,76.92,55.97
10,76.59,56.44
11,75.61,57.58
12,72.95,57.39
13,72.44,57.78
14,76.36,57.05
15,76.96,55.38
16,71.72,57.17
17,73.79,57.86
18,76.67,56.09
19,76.32,57.67
20,76.69,53.28
21,75.42,57.87
22,76.3,57.63
23,75.58,57.61
24,76.89,56.55
25,76.63,53.72
26,76.44,56.56
27,75.19,57.75
28,72.78,57.58
29,75.7,57.46
30,73.89,57.72
31,76.94,55.31
32,76.54,56.43
33,76.79,54.68
34,76.91,55.51
35,76.43,56.73
36,73.84,57.79
37,75.47,57.58
38,75.11,57.81
39,76.95,55.54
40,75.58,57.86
41,76.61,56.92
42,76.39,54.3
43,74.1,57.87
44,74.79,57.24
45,76.43,56.66
46,72.58,56.9
47,76.87,56.71
48,76.55,53.68
49,75.16,57.88
50,73.85,57.86
51,76.92,56.48
52,75.94,57.11
53,76.17,57.25
54,75.51,57.36
55,76.01,53.99
56,76.07,57.19
57,73.58,51.61
58,75.94,57.24
59,74.6,57.88
60,75.42,57.51
61,75.87,56.42
62,75.16,57.59
63,76.95,55.45
64,76.31,56.92
65,74.3,57.87
66,75.72,57.56
67,73.71,57.62
68,76.95,56.07
69,75.07,57.81
70,76.94,55.39
71,76.26,57.65
72,76.93,54.62
73,76.18,57.41
74,76.39,56.46
75,73.08,57.72
76,76.08,56.89
77,75.88,57.51
78,75.41,57.86
79,76.96,55.72
80,76.51,57.25
81,75.95,57.52
82,76.94,56.14
83,74.88,57.73
84,75.25,57.75
85,76.96,55.5
86,76.94,55.67
87,71.63,56.25
88,73.46,57.83
89,76.95,55.64
90,76.92,56.81
91,76.58,56.49
92,74.67,57.87
93,75.98,57.7
94,76.65,54.64
95,75.16,57.88
96,76.49,54.07
97,76.15,53.6
98,76.82,54.98
99,71.59,57.29
100,74.44,57.88
101,74.8,57.88
102,75.47,57.26
103,70.55,55.21
104,74.73,57.87
105,75.96,51.99
106,75,57.77
107,75.81,57.2
108,75.29,57.54
109,76.82,55.9
110,76.95,55.77
111,76.94,54.77
112,76.94,56.36
113,74.54,57.88
114,76.53,56.45
115,72.56,57.7
116,74.12,57.86
117,76.93,56.16
118,75.16,57.88
119,74.57,57.84
120,76.5,53.53
121,74.87,53.18
122,76.89,55.18
123,74.94,57.73
124,76.31,56.97
125,75.42,57.45
126,74.95,57.72
127,76.45,56.96
128,76.71,54.63
129,74.35,57.86
130,76.35,57.02
131,75.41,57.87
132,73.8,57.75
133,73.09,57.76
134,76.96,54.16
135,75.68,57.85
136,76.87,54.27
137,75.52,57.59
138,76.15,53.43
139,75.44,57.44
140,76.82,56.38
141,76.84,55.46
142,76.32,57.43
143,76.96,54.63
144,76.78,54.44
145,76.52,57.59
146,74.28,57.78
147,73.21,57.51
148,72.17,55.98
149,74.65,57.87
150,70.94,50.28
151,75.98,57.82
152,75.61,57.35
153,76.69,54.74
154,76.37,57.38
155,76.89,54.49
156,76.84,54.36
157,76.37,57.13
158,74.59,57.88
159,73.81,57.88
160,76.69,57.14
161,73.07,57.64
162,76.54,56.85
163,76.88,56.57
164,76.12,53.28
165,76.25,57.1
166,76.02,53.05
