Subject,A,B
1,21.14,76.57
2,22.97,77.99
3,20.06,76.83
4,22.01,75.19
5,24.84,79.44
6,24.44,78.51
7,23.29,77.79
8,24.16,75.94
9,22.26,75.02
10,23.39,76.02
11,22.73,76.64
12,23.24,77.02
13,21.18,75.96
14,24.25,76.82
15,21.67,76.71
16,23.38,77.72
17,22.38,78.14
18,22.78,77.12
19,24.3,77.92
20,22.52,77.56
21,21.26,76.07
22,23.15,78.56
23,22.79,76.18
24,23.11,78.01
25,23.06,76.56
26,23.32,78.19
27,21.84,77.48
28,21.31,77.26
29,23.19,79.01
30,21.89,78.73
31,22.6,76.91
32,22.28,76.97
33,22.38,77.22
34,25.07,76.86
35,21.33,76.58
36,21.94,77.7
37,21.52,77.12
38,21.12,76.34
39,23.45,75.78
40,23.15,77.06
41,22.7,76.88
42,22.62,77.03
43,21.13,76.4
44,23.81,77.64
45,21.32,77.05
46,21.6,76.66
47,24.63,77.97
48,21.68,76.88
49,22.79,77.47
50,22.21,76.54
51,23.44,77.55
52,22.47,77.33
53,22.31,74.99
54,23.12,77.46
55,24.06,75.58
56,22.13,77.02
57,22.23,77.67
58,22.47,77.48
59,23.05,76.83
60,22.82,78.6
61,22.36,77.63
62,21.47,77.21
63,20.06,75.46
64,22.19,78.09
65,22.15,75.58
66,21.87,77.64
67,21.85,79.24
68,22.23,75.99
69,23.84,77
70,22.88,76.73
71,23.6,77.08
72,22.67,78.18
73,21.5,76.92
74,22.39,78.38
75,21.06,77.39
76,22.2,76.48
77,22.52,77.37
78,21.34,78.24
79,24.38,76.54
80,21.73,75.93
81,21.61,77
82,20.88,75.14
83,23.4,77.35
84,21.96,76.85
85,22.2,76.66
86,23.25,77.46
87,22.06,78.64
88,23.03,79.02
89,21.86,77.3
90,23.73,77.66
91,23.39,76.71
92,21.83,78.54
93,20.44,77.31
94,23.56,77.94
95,21.13,76.23
96,22.84,76.01
97,23.53,77.42
98,22.16,76.81
99,21.57,76.3
100,23.5,78.23
101,22.13,78.2
102,23.21,76.38
103,22.29,76.87
104,22.93,76.67
105,22.77,76.54
106,23.47,77.66
107,21.87,77.53
108,22.19,78.36
109,22.18,76.89
110,22.65,77.75
111,22.72,78.7
112,22.5,76.86
113,22.51,75.84
114,23.29,78.56
115,22.58,77.85
116,21.55,77.15
117,21.58,77.83
118,21.79,74.99
119,22.97,76.96
120,23.2,77.31
121,23.52,76.73
122,21.82,76.19
123,22.99,76.92
124,22.51,78.91
125,22.82,77.77
126,20.6,76.69
127,22.52,75.98
128,22.73,76.74
129,22.48,77.25
130,22.59,76.48
131,22.79,76.34
132,24.39,77.68
133,21.97,76.27
134,22.59,77.68
135,23.59,77.12
136,21.48,76.39
137,23,76.39
138,20.72,76.09
139,23.91,75.94
140,22.82,75.17
141,20.95,75.51
142,23.31,77.95
143,22.39,77.46
144,21.4,77.59
145,22.04,77.28
146,23.69,77.91
147,22.48,77.32
148,21.78,77.17
149,24.21,77.29
150,22.91,76.64
151,21.39,76.43
152,23.79,76.45
153,21.15,76.81
154,22.07,77.37
155,21.86,77.46
156,22.56,78.27
157,24.17,78.06
158,20.75,77.09
159,23.12,77.34
160,22.76,78.26
161,24.09,76.82
162,23.17,77.38
163,22.21,76.48
164,21.25,79.27
165,24.08,78.83
166,22.72,76.48
167,20.3,74.74
168,21.61,77.56
169,23.8,77.46
170,21.61,77.63
171,22.91,75.91
172,23.51,77.37
173,22.26,77.66
174,20.58,77.21
175,23.35,76.77
176,22.51,75.96
177,23.11,76.65
178,22.66,79.25
179,22.61,76.57
180,21.61,76
181,22.49,76.53
182,23.52,77.15
183,22.94,77.75
184,22.45,77.86
185,22.25,76.11
186,22.41,77.87
187,23.54,75.72
188,22.4,76.61
189,24.52,77.75
190,22.48,76.93
191,21.69,76.25
192,20.02,75.98
193,23.55,77.95
194,22.38,75.64
195,22.56,75.57
196,21.23,76.14
197,20.23,76.38
198,24.08,76.78
199,25.99,78.1
200,21.6,75.95
201,23.26,77.7
202,22.45,78.57
203,23.22,76.27
204,21.9,79.05
205,22.66,77.53
206,23.71,76.43
207,22.94,77.69
208,23.78,77.01
209,21.16,76.74
210,21.03,77.02
211,21.7,76.42
212,23.27,75.8
213,23.67,78.65
