Subject,A,B
1,70.69,38.68
2,69.87,40.48
3,69.96,39.7
4,70.68,38.24
5,71.72,38.42
6,71.01,39.26
7,69.73,40.91
8,69.95,38.68
9,70.14,38.78
10,71.55,38.26
11,69.68,38.26
12,69.83,39.56
13,70.67,38.44
14,69.55,40.43
15,70.4,39.69
16,70.48,39.8
17,68.63,38.8
18,70.05,39.37
19,68.11,41.08
20,70.38,38.42
21,70.01,40.19
22,70.29,39.75
23,69.22,40.21
24,67.57,41.26
25,70.44,39.52
26,70.05,40.3
27,72.17,36.88
28,71.03,39.36
29,70.37,39.53
30,70.29,39.33
31,70.1,39.48
32,70.67,37.79
33,70.86,39.02
34,70.29,40.05
35,71.02,38.25
36,70.07,40.49
37,69.79,39.6
38,70.39,39.48
39,70.73,40.39
40,69.38,39.19
41,69.3,38.33
42,69.69,40.45
43,69.33,40.21
44,71.42,39.38
45,70.13,38.75
46,68.42,40.02
47,70.4,40.67
48,70.64,38.64
49,70.46,38.88
50,69.37,39.24
51,70.12,38.51
52,71.48,39.81
53,70.12,40.22
54,70.8,39.71
55,69.52,40.11
56,70.84,39.64
57,71.13,37.18
58,72.23,39.52
59,69.98,38.56
60,69.2,40.63
61,69.42,40.11
62,70.84,38.92
63,70.3,38.35
64,70.01,39.64
65,70.52,38.17
66,68.61,40.54
67,70.02,39.9
68,71.18,38.62
69,67.79,41.15
70,68.05,40.75
71,70.4,39.41
72,71.12,38.78
73,70.38,39.46
74,69.21,39.76
75,69.41,38.31
76,68.95,40.18
77,71.08,38.32
78,69.42,39.01
79,68.21,40.04
80,69.4,38.94
81,68.87,41.8
82,68.57,39.47
83,71.05,38.82
84,69.77,40.58
85,71.82,38.98
86,70.29,39.65
87,69.49,40.77
88,71.81,37.38
89,68.14,42.48
90,70.82,40.4
91,70.81,38.88
92,70.52,39.92
93,70.87,37.28
94,68.99,41.25
95,70.58,38.64
96,70.29,38.27
97,69.73,40.03
98,67.81,39.97
99,70.99,38.38
100,70.28,39.51
101,69.4,40.96
102,70.31,39.48
103,69.86,40.12
104,71.87,38.22
105,67.37,40.6
106,68.74,40.7
107,68.32,41.39
108,71.69,39.46
109,68.1,40.95
110,68.58,40.68
111,70.04,39.62
112,70.44,40.16
113,70.99,39.41
114,68.13,39.8
115,70.5,37.08
116,71.38,38.45
117,69.82,39.64
118,71.72,40.25
119,69.01,39.37
120,68.93,40.08
121,69.35,39.9
122,70.58,39.78
123,69.51,39.76
124,69.42,39.78
125,71.06,37.86
126,68.97,39.82
127,69.78,40.21
128,71.41,39.73
129,69.13,39.31
130,70.79,39.42
131,68.87,41.45
132,69.23,39.06
133,70.31,40.2
134,69.65,39.72
135,70,39.71
136,72.9,37.27
137,68.94,41.38
138,69.46,40.49
139,69.87,39.57
140,71.43,39.1
141,70.11,38.18
142,69.34,40.1
143,70.15,40.58
144,70.72,38.55
145,69.22,39.72
146,70.42,38.66
147,68.96,41.14
148,68.56,41.68
149,69.84,39.35
150,69.55,40.61
151,70.17,40.39
152,68.49,41.51
153,72.3,37.01
154,71.59,38.52
155,68.76,40.63
156,68.33,40.17
157,70.08,39.35
158,70.02,40.12
159,69.99,39.62
160,70.33,38.41
161,69.73,39.56
162,72.39,38.41
163,68.98,40.65
164,70.74,39.01
165,69.1,39.34
166,71.13,40.15
167,68.55,41.06
168,69.07,42.02
169,71,39.85
170,66.99,42.03
171,69.32,39.36
172,68.82,40.55
173,71.03,39.44
174,70.13,39.95
175,71.5,38.48
176,70.62,40.91
177,70.99,38.88
178,70.65,38.16
179,68.9,40.22
180,69.47,40.29
181,69.55,39.28
182,69.66,39.64
183,68.79,41.83
184,70.02,38.64
185,69.94,39.15
186,68.69,40.41
187,69.87,39.16
