Subject,A,B
1,79.89,37.53
2,81.44,37.49
3,78.43,38.43
4,78.02,38.05
5,77.86,36.49
6,79.84,38.54
7,80.35,36.93
8,79.99,39.01
9,78.09,36.61
10,79.1,37.26
11,78.82,37.37
12,76.7,34.83
13,79.83,38.56
14,79.78,37.81
15,80.42,38.42
16,81.18,39.08
17,77.84,37.59
18,79.67,36.35
19,78.81,36.48
20,78.39,38.73
21,80.95,39.43
22,78.8,35.57
23,77.87,36.3
24,78.57,36.56
25,77.26,37.76
26,78.41,36.62
27,80.4,38.33
28,79.61,38.11
29,79.16,37.95
30,77.95,37.64
31,78.58,37.6
32,79.45,36.99
33,77.76,34.91
34,80.7,39.03
35,80.2,38.3
36,77.97,36.65
37,79.87,37.56
38,78.12,37.25
39,80.41,37.22
40,80.41,36.98
41,80.54,37.93
42,79.34,38.02
43,78.19,36.18
44,79.26,37.09
45,79.3,38.84
46,78.16,36.84
47,79.21,38.18
48,79.01,37.62
