Subject,A,B
1,-2.29,87.01
2,1.79,87.99
3,-4.6,86.02
4,1.93,87.03
5,1.07,88.02
6,1.23,87.41
7,1.76,86.77
8,0.14,87.21
9,1.46,87.2
10,0.52,87.23
11,2.37,88.2
12,-0.49,86.83
13,-1.08,88.29
14,2.31,87.44
15,1.48,88.23
16,0.97,84.67
17,1.39,88.13
18,2.14,85.14
19,0.29,88.16
20,2.37,86.71
21,-2.35,85.38
22,2.37,87.79
23,1.97,88.29
24,1.68,87.93
25,-0.91,84.34
26,2.13,88.07
27,0.83,83.81
28,-0.9,87.03
29,2.28,85.85
30,2.37,87.77
31,-0.17,87.2
32,1.79,87.65
33,2.28,87.89
34,2.32,88.28
35,2.37,85.11
36,2.33,84.15
37,2.35,87.64
38,2.37,88.29
39,1.6,86.69
40,1.53,87.83
41,-1.06,87.12
42,-1.46,87.04
43,0.86,87.21
44,0.83,86.24
45,1.89,88.18
46,1.55,86.91
47,1.57,88.25
48,-1.12,87.01
49,1.64,86.88
50,-0.73,86.33
51,0.99,87.27
52,2.04,88.29
53,1.96,88.22
54,2.27,88.29
55,2.2,87.43
56,2.33,87.89
57,-0.66,85.44
58,-3.88,84.61
59,2.37,85.61
60,0.64,87.34
61,1.69,87.04
62,2.34,88.28
63,1.74,86.88
64,2.26,87.13
65,-1.5,87.05
66,1.41,85.6
67,1.22,86.16
68,1.98,87.78
69,-1,87.36
70,1.37,88.15
71,0.63,86.16
72,1.66,87.78
73,1.74,88.25
74,-1.54,85.67
75,2.17,88.28
76,0.98,86.43
77,-0.62,87.23
78,-1.25,84.79
79,2.25,88.27
80,1.45,86.25
81,1.92,88.25
82,2.28,88.2
83,0.02,85.4
84,-2.83,88.06
85,1.16,87.88
86,0.75,87.49
87,-0.62,88.12
88,2.35,86.37
89,1.34,86.44
90,2.25,88.12
91,1.36,88
92,1.47,87.92
93,2.07,87.96
94,1.97,87.98
95,-0.71,88.16
96,1.36,87.97
97,2.37,87.6
98,1.32,86.72
99,-0.33,88.02
100,2.29,86.9
101,-0.89,86.78
102,2.3,87.01
103,1.99,86.57
104,-0.25,86.94
105,0.58,85.07
106,1.94,87.95
107,1.5,88.19
108,-3.68,84.36
109,0.51,84.85
110,2.14,88.02
111,0.67,85.54
112,0.08,83.09
113,0.93,87.33
114,2.3,88.24
115,1.42,84.72
116,0.19,88.29
117,2.19,86.42
118,-1.22,86.85
119,2.16,87.35
120,1.03,83.18
121,1.1,87.96
122,2.37,87.19
123,2.06,87.97
124,2.13,88.27
125,1.45,87.21
126,-1.67,85.87
127,2.02,88.12
128,0.26,88.24
129,1.28,83.6
130,2.34,87.11
131,1.39,87.32
132,1.91,86.8
133,0.87,86.45
134,-0,87.53
135,2.36,88.27
136,-0.87,86.67
137,1.2,83.94
138,-0.64,87.53
139,0.96,85.31
140,2.21,85.75
141,2.32,85.83
142,0.74,87.58
143,1.34,85.28
144,1.04,84.04
145,-2.11,88
146,1.7,85.97
147,-0.44,87.18
148,2.26,87.82
149,2.33,88.22
150,1.03,88.13
151,-0.1,88.13
152,1.38,87.51
153,0.25,84.36
154,2.34,87.38
155,1.32,88.04
156,0.76,88.1
157,0.19,86.36
158,2.06,88.21
159,1.94,88.29
160,0.64,85.37
161,1.82,87.83
162,-3.35,85.55
163,1.64,87.26
164,2.36,88.28
165,-0.13,85.05
166,1.22,85.4
167,1.6,87.64
168,2.29,86.03
169,2.09,87.71
170,2.15,87.8
171,2.33,88.26
172,2.37,88.28
173,2.29,87.9
174,2.07,87.72
175,1.4,88.11
176,1.92,87.53
177,2.28,88.27
178,2.37,87.53
179,-1.58,88.19
180,0.43,85.28
181,2.18,87.52
182,-0.62,86.6
183,2.27,88.27
184,2.1,86.89
185,-2.2,87.04
186,-1.85,86.72
187,0.28,87.95
188,-3.56,87.3
189,-0.58,85.27
190,1.79,84.8
191,2.31,88.2
192,0,85.84
193,1.35,88.28
194,1.19,85.81
195,2.3,87.2
196,2.24,87.72
197,2.37,86.82
198,1.26,88.29
199,0.11,82.77
200,2.37,88.23
201,2.37,85.88
202,2.21,87.74
203,2.3,88.24
204,2.33,87.43
205,2.33,87.03
206,1.36,83.95
207,1.42,86.02
208,2.27,87.45
209,1.91,86.63
210,-1.51,86.9
211,1.42,86.21
212,-0.03,84.61
213,1.85,84.35
214,2.04,87.22
215,0.06,86.73
216,1.03,86.17
217,2.37,87.81
218,1.38,84.33
219,1.84,88.17
220,2.19,85.65
221,0.69,88.1
222,0.76,87.93
223,2.37,87.2
224,1.78,87.51
225,2,88.25
226,0.81,88.1
227,1.35,88.18
228,-0.07,87.67
229,0.52,88.1
230,-0.69,85.44
231,2.31,87.04
232,2.35,88.25
233,1.34,88.1
234,2.31,88.28
235,1.71,88.2
236,2.36,88.29
237,0.68,87.95
238,1.63,87.08
239,2.37,88.26
240,-1.5,83.96
241,2.37,86.14
242,2.23,85.12
243,0.41,87.54
244,0.47,85.6
245,0.28,87.02
246,1.32,87.24
247,-0.37,88.17
248,2.29,88.03
249,0.06,83.15
250,2.31,87.59
251,2.24,86.19
252,1.08,85.88
253,2.24,86.76
254,1.8,87.39
255,-0.55,88.1
256,-0.87,84.36
257,1.34,88.29
258,1.74,87.27
259,2.09,87.25
260,1.11,88.01
261,2.37,88.18
262,2.37,85.87
263,1.64,87.75
264,-1.03,86.06
265,-0.27,82.04
266,1.63,88.15
267,1.47,88.13
268,0.1,88.03
269,0.35,88.23
270,-0.97,87.58
271,2.36,86.87
272,2.03,87.28
273,2.04,87.47
274,1.97,88.12
275,1.86,87.12
276,2.17,86.08
277,2.27,87.23
278,0.62,87.54
279,1.82,86.44
