Subject,A,B
1,12.11,20.46
2,13.08,22.11
3,11.25,21.52
4,11.04,20.81
5,11.99,23.38
6,11.21,23.8
7,12,24.4
8,9.69,21.94
9,11.7,22.34
10,12.36,21.58
11,13.24,22.84
12,10.69,21.22
13,12.1,22.04
14,10.9,21.46
15,11.41,22.46
16,9.23,21.64
17,11.81,21.86
18,12.05,21.16
19,9.75,20.9
20,10.57,21.22
21,12.28,21.9
22,10.91,20.65
23,11.41,21.31
24,9.76,20.81
25,12.46,21.53
26,12.46,21
27,9.76,21.96
28,10.09,22.31
29,10.27,23.51
30,10.16,21.8
31,12.18,21.89
32,11.84,22.18
33,13.4,23.09
34,10.98,21.49
35,11.4,21.11
36,15.95,21.31
37,11.67,20.88
38,11.78,20.08
39,12.71,22.75
40,9.84,22.65
41,11.06,22.84
42,11.2,21.03
43,10.88,20.79
44,10.85,24.17
45,11.5,22.13
46,11.19,20.41
47,10.89,22
48,13.99,22.32
49,10.77,20.52
50,9.02,21.23
51,11.1,21.26
52,11.49,22.93
53,11.67,21.8
54,13.96,21.39
55,11.5,22.37
56,11.37,20.82
57,11.22,21.56
58,10.19,22.43
59,12.71,21.75
60,10.73,20.77
61,9.67,22.48
62,11.91,21.52
63,14.06,21.03
64,11.52,22.76
65,10.49,23.12
66,10.47,21.39
67,10.04,22.82
68,12.25,20.48
69,11.02,23.14
70,11.71,21.2
71,13.11,20.93
72,10.89,20.89
73,9.87,22.3
74,10.38,20.62
75,9.79,21.84
76,10.62,20.86
77,11.61,21.43
78,9.93,21.69
79,8.73,21.6
80,11.64,21.5
81,10.08,20.85
82,10.68,20.96
83,10.56,22.86
84,10.32,22.18
85,10.87,21.37
86,11.69,21.7
87,12.59,22.03
88,11.97,22.93
89,11.43,22.77
90,11.5,21.67
91,10.71,20.96
92,9.79,20.95
93,11.99,22.41
94,10.87,22.36
95,10.97,20.86
96,12.35,20.32
97,11.67,21.16
98,11.29,21.85
99,11.06,22.96
100,9.97,22.05
101,11.29,22.79
102,11.35,21.76
103,12.27,20.73
104,10.79,20.96
105,11.29,21.54
106,10.06,21.36
107,11.04,21.81
108,11.5,20.56
109,10.92,19.95
110,9.16,20.91
111,12.01,21.79
112,11.75,20.73
113,10.71,24.06
114,10.33,23.29
115,12.79,22.25
116,11.44,23.53
117,11.88,20.78
118,10.66,22.75
119,11.28,22.2
120,9.35,21.22
121,10.25,22.58
122,10.28,21.29
123,11.46,22.48
124,11.59,20.53
125,10.93,21.4
126,11.68,22.75
127,10.47,22.9
128,12.97,22.23
129,13.63,20.88
130,10.1,21.84
131,12.07,23.08
132,11.31,19.65
133,10.17,22.15
134,12.23,23.88
135,10.2,21.93
136,12.6,23.86
137,11.73,22.97
138,11.66,22.06
139,11.21,22.85
140,12.04,22.2
141,10.6,22.31
142,11.81,22.07
143,11.76,21.79
144,11.42,22.35
145,12.65,20.6
146,10.13,22.46
147,11.98,21.65
148,9.82,22
149,11.12,22.36
150,9.91,22.93
151,10.69,22.63
152,11.38,21.92
153,10.9,20.03
154,10.79,21.35
155,10.66,19.3
156,10.5,23.16
157,10.37,22.95
158,12.07,23.76
159,10.55,21.18
160,10.65,21.96
161,9.52,22.63
162,12.91,20.53
163,10.75,20.08
164,11.94,21.4
165,10.91,22.47
166,10.51,21.24
167,11.3,21.6
168,12.58,23.24
169,11.69,21.82
170,12.97,21.3
171,11.39,21.72
172,12.57,21.23
173,11.77,21.78
174,12.05,21.83
175,10.48,25.31
176,12.53,21.51
177,10.38,23.06
178,12.44,20
179,9.92,21.48
180,10.17,21.99
181,9.66,21.26
182,10.25,21.24
183,11.13,21.18
184,9.4,20.02
185,12.91,22.7
186,10.28,23.89
187,10.24,21.4
188,10.56,20.57
189,11.44,21.99
190,11.31,21.35
191,10.83,21.8
192,11.3,22.57
193,10.13,20.84
194,8.65,22.8
195,10.46,20.57
196,10.35,22.69
197,12.34,21.34
198,11.38,22.32
199,9.84,21.33
200,10.48,21.33
201,10.74,20.68
202,11.88,22.56
203,12.23,21.57
204,11.3,22.4
205,11.1,22.27
